question,level,btl,source
Which of the following actions would probably be least effective in determining the answer?,hard,5,devane
List any two components of Java Virtual Machine (JVM) architecture.,easy,2,srm
Determine the values of Cambodia's government spending multiplier in closed and open economy. Explain which multiplier has the greater impact on the Cambodia economy.,medium,3,devane
Level 1 Define the term Region of Interest in image processing. CO 3,easy,1,srm
A D.C ring main distributor is fed at A and the load is tapped at,hard,5,srm
Compare the different types of heat exchangers in terms of their heat transfer efficiency and compactness.,easy,2,devane
Find I3 and prove the reciprocity theorem for the given circuit.,medium,4,srm
Find two objectives of cloud governance.,easy,1,srm
Describe what happens during the negative feedback loop of thermoregulation.,easy,2,devane
Can you recall the steps to perform the scientific experiment you conducted last week?,easy,1,devane
What is mean by composites?,easy,1,devane
Define gray code.,easy,1,srm
"editing (NLE) system. 5. List the primary functions of the timeline, viewer, and canvas in a basic video",easy,1,srm
What is a smart sensor? 4,easy,1,srm
Use residue theorem to evaluate  (1 ) (2 )z Cedzzzï«ï«ï²ïwhere C is the contour |z + 1| = 1 2.,medium,3,devane
What is a socket?,easy,1,srm
What is an essential implicant?,easy,1,srm
Illustrates an example of MIDAS rule,hard,6,srm
Malaysian Code on Corporate Governance (2012) stipulates that there should  not be any domination of power by any individual in the board. Responsibilities of the CEO and the Chairperson must be clearly defined and separated in order to ensure a balance of power and authority. Evaluate the advantages and disadvantages of CEO duality.,hard,5,devane
List two methods for establishing software standards.,easy,1,srm
Travelling salesman problem. 8. Explain in detail TSP with Triangle inequality. 16,medium,3,srm
an EMI filter. (ii) Compare π-filter and LC filter topologies used in high- (8) frequency converters. 7. (i) Define common-mode and differential-mode noise with,medium,4,srm
How to program 8051 timers?,easy,1,srm
flip-flop 19. Draw the excitation table for T flip-flop.,easy,2,srm
What are the timestamps associated with each data item in a,easy,1,srm
List the various search strategies.,easy,1,srm
Choose ONE (1) activity and describe briefly how you plan to carry it out in your reading lesson.,easy,1,devane
What are micro frameworks in Python?,easy,2,srm
pure Semiconductor (ii) Extrinsic or impure Semiconductor. 3. What do you mean by biasing?,easy,2,srm
"Evaluate F cdrïï²  along the straight line joining points (0, 0, 0) and (2, 1, 3) where ï¨ï©2= F = 3 2 xix z y j z kï«ï­ï«",medium,3,devane
What is the role of if and else in PHP?,easy,2,srm
non-parametric methods of system identification. (13) 12. (i) Convert the following first order linear discrete model in,medium,3,srm
State Randomized Quick Sort.,easy,2,srm
What are the primary goal of Principle Component Analysis,easy,1,srm
Distinguish between thck film sensor and thin film sensor.,easy,2,srm
"construction and working of a carbon dioxide laser. 9. Explain in detail the principle, construction and working of a",medium,3,srm
"involved in performing a z-test, from formulating hypotheses to making a decision. 17 Elaborate the steps to test a hypothesis.",medium,4,srm
What is IoT-based diabetes monitoring?,easy,1,srm
"layer at an angle of 60°. If the critical frequency is 1.5 MHz, calculate the maximum usable frequency and skip distance. Assume virtual height is 300 km. 13. Derive the expression for Maximum Usable Frequency (MUF)",medium,4,srm
What is heat engine?,easy,1,devane
Describe about the different coupling schemes in amplifiers.,medium,4,srm
State four attributes of well engineered software.,easy,1,devane
networking. 15. Can you describe the layout and connectivity of a modern data,medium,3,srm
"to measure classifier performance? 6 Discuss various metrics used to measure classifier performance, such as",medium,3,srm
Construct the Data Path of the RISC Processor given in the previous question,medium,3,devane
Illustrate an application that could benefit from operating system,medium,3,srm
(i) color theory (7) (ii) Color Space (6) 10 Explain in detail on Illumination model with neat diagram.,medium,3,srm
systems. 17. Discuss the application of non-electrical transducers in (16) 4,medium,4,srm
k.Find the saturation current at 400k. 17. List out the applications of LEDs.,easy,1,srm
Define Dynamic Range.,easy,2,srm
"Evaluate the reliability of different disaster recovery strategies (e.g., data replication, backup rotation, failover clustering) in minimizing data loss and downtime.",medium,4,devane
Find Laplace Transform of the waveform given in Fig No.,medium,3,devane
safety in medical applications. (16) 11. Discuss how programming of robots differs in underwater versus space,medium,4,srm
What is an energy meter? 2,easy,1,srm
"problem, such as the 8-puzzle problem. (16) 5 Discuss on Online Search Agents that uses depth-first exploration.",medium,3,srm
Discuss the importance of EMC Centera Universal Access?,easy,2,srm
Give the benefits of robots.,easy,2,srm
Explain the need for redundancy and reliability in EHV substations.,medium,4,srm
their support for data quality enforcement. Explain the extensions introduced in management information 6.,medium,4,srm
response of a circuit. 12. Define the term power factor.,medium,4,srm
What is the pros and cons of Bayes optimal classifier?,easy,2,srm
What is AJAX?,easy,1,srm
Describe MOST with suitable illustration.,easy,1,devane
Draw and label a diagram of a typical stream.,easy,1,devane
Name FOUR enzymes in DNA replication and state their functions.,easy,2,devane
State the disadvantages of counter type,easy,1,srm
What is meant by metadata?,easy,1,srm
Explain about 4-Bit Synchronous down counter.,hard,5,srm
What is Exhaust Gas Recirculation (EGR)?,easy,1,srm
Illustrate how gradient descent minimizes the cost function in linear regression.,easy,2,srm
ii) Explain detail manual lead through programming method in,hard,5,srm
Enlist the feature of the Programmable Interrupt Controller Intel 82C59A.,easy,1,devane
"converter Fed separately excited DC motor in continuous and Discontinuous modes with neat diagram, waveforms and Comment the steady state analysis 8 Explain the four quadrant operation of chopper",medium,3,srm
Random sample of 400 men and 600 women were asked whether they would have a school near their residence 200 men and 325 womenwere in favour of proposal.,medium,3,devane
they impact data operations. 16,hard,6,srm
What is a parametric TTS model?,easy,1,srm
Determine the next number in a sequence,easy,2,devane
Write any four industrial applications of the DC series and DC shunt motor.,easy,1,devane
Select the relevant data points for a regression analysis.,medium,4,devane
Compare synchronous reluctance motor and,easy,2,srm
Explain Diffuse reflection and Specular Reflection.,easy,2,devane
"Signify its role in loss function, optimizer, evaluation metrics. (15) 17.",hard,5,srm
(i) XYZ field angles (7) (ii) XYZ Euler angles (6) 4 Write a short note on Perspective projection with illustrative diagram.,medium,4,srm
List the main components of a defibrillator.,easy,1,srm
What is WTLS?,easy,1,srm
system with suitable components. 10. Compare and,medium,4,srm
Define congestion avoidance.,easy,1,srm
surfaces over Bezier surfaces (6) i)Explain and Classify three dimensional display methods with 4 example,medium,3,srm
Give the benefits of IP security?,easy,2,srm
Discuss the Bias-Variance trade-off in the context of model evaluation. (15) 7. Explain in detail the Grid search with an example.,easy,1,srm
architecture of NC machine. 11 Discuss the advantages of computer numerical control system.,medium,4,srm
Evaluate the feasibility of using artificial intelligence algorithms for automating routine tasks in IT service management and analyze potential benefits and drawbacks.,medium,3,devane
Can you generalize from historical stock market data to predict future trends?,hard,6,devane
improving hospital decision-making and service delivery. 2.,medium,3,srm
(i). How defenders can detect and remove backdoors. 8 (ii). Strengths and weaknesses of different hash algorithms against cracking. 8 8 Explain how backdoors are installed and used during a 15,hard,5,srm
Show the merits of DFIG for WECS.,medium,3,srm
models. 11. Recall the averaged model of a buck converter.,easy,1,srm
Express phase velocity with necessary equation. 4,easy,1,srm
Illustrate the elements of an energy 1 monitoring and targeting system for an,medium,3,srm
(5) Discuss the qualitative study of different renewable 2.,easy,2,srm
Explain about Transaction.,easy,2,srm
Devise a system for automatically inspecting and detecting defects in large-scale welded structures using robotic non-destructive testing techniques.,hard,6,devane
State the types of starters used for induction motors.,easy,1,devane
Define subscription-based charging.,easy,1,srm
kV line voltage. Calculate (i) Voltage and current at sending end (ii) regulation and (iii) efficiency of the line for this load. Use nominal πmethod. (8+4+4) 9 Draw the nominal T circuit of a medium length transmission line and derive,hard,6,srm
Briefly explain about steps involved in customization of threat data.,easy,2,srm
Design a helical compression spring for a maximum load of 1000 N for a deflection of 25 mm using the value of spring index as 5.,medium,3,devane
Explain elasticity and how it differs from scalability.,easy,2,srm
Define the Lee Load.,easy,2,srm
What are the major UE attributes for receiver carrier aggregation?,easy,1,srm
function is (16) 𝐾 𝐺(𝑠)𝐻(𝑠) = 𝑠(𝑠 + 4)(𝑠2 + 4𝑠 + 20) 11. Sketch root locus for the unity feedback system whose open loop transfer CO 4,medium,3,srm
"detection, and image classification tasks? 20 List outs the challenges and limitations associated with image",easy,1,srm
Mention two applications of hydrogen fuel cells.,easy,2,srm
Compare PCM and DPCM.,easy,1,srm
State the role of a system database manager.,easy,1,srm
electrical systems and tariff. Illustrate power factor correction techniques 11,medium,3,srm
Give the mechanisms that access control relies on.,easy,2,srm
Differentiate between speech rate and pitch modulation.,easy,2,srm
Demonstrate the steps involved in setting out of a building foundation and discuss the setting out of purposes.,medium,3,devane
Justify the importance of CSS in improving the usability and 16 maintainability of web pages.,hard,5,srm
Explain the meaning of static and dynamic memories. State their applications.,easy,1,devane
Write a source code to draw a simple histogram.,easy,1,srm
"Encapsulation, and GRE, with diagrams. Interview the triangular routing in Mobile IP along with its 9",medium,3,srm
Recall the working of demultiplexer.,easy,1,srm
Black bins are how it differs from other bins in medical waste.,easy,1,srm
"Demonstrate a Turing Machine to compute, f(m+n)=m+n | m,n>=0 and simulate their action on the input 0100.",medium,3,srm
"Evaluate the impact of different caching policies (e.g., LRU, FIFO, LFU) on cache hit rates and overall system performance.",medium,4,devane
Explain with neat circuit diagram RC phase shift oscillator.,easy,2,devane
"be taken by individuals and authorities to curb it. Discuss the technical aspects of email spoofing. How 2 - can email spoofing be prevented, and what legal 16",medium,3,srm
What is Decision Support system?,easy,1,devane
of determining the regulation of an alternator. 12. (i)What is meant by Synchronizing? List the,easy,2,srm
"Can you recite the opening lines of ""Pride and Prejudice"" by Jane Austen?",easy,1,devane
"Include targets, methods, and scheduling.",medium,3,srm
Describe the significance of a safety factor in design engineering?,easy,1,devane
(6) Find: a. P(x=3) b. P(x>2) (ii) What is the CDF of normal distribution in R? (7) Find: a. P(x≤4.5) b. P(x>4.5) x 1 2 3 4 5 F(x) 0.2 0.32 0.67 0.9 1 3 (i) Explain the Measures of Skewness and Kurtosis.,hard,5,srm
How are additional AWS services such as CloudWatch and IAM used?,easy,2,srm
Examine the historical documents to analyze the causes of a historical event.,medium,3,devane
Fusion? 14 What is a Security Threat?,easy,1,srm
gate drivers in half-bridge topologies. (ii) Discuss shoot-through prevention techniques in gate (7) driver circuits. 12. (i) List and explain PCB layout considerations for high-,medium,4,srm
Obtain the expression for voltage and current at any point on,medium,3,srm
State the applications of log amplifier.,easy,1,srm
differentiating between modules and configurations. 10. Explain timers and event handling in Contiki OS,medium,3,srm
Classify various methods of employee training.,easy,2,srm
Q. Question Level Competence No. 1 What is data? List the three types of data.,easy,1,srm
Compare and contrast active and passive information 16,hard,5,srm
What is the basic structure and purpose of triggers in SQL?,easy,1,srm
Design a novel data encryption scheme that ensures both security and efficiency in cloud storage environments.,hard,6,devane
What are the methods for using hydrogen,easy,1,srm
insights gained. (13) 11,medium,4,srm
resistors and also the source current 5. Solve the mesh currents shown in Circuit below,easy,2,srm
Distinguish between the following giving suitable examples,medium,4,devane
Elaborate functional business systen in detail with cross functional enterprise systems.,easy,1,devane
Identify why SVM is called a maximum margin classifier.,easy,1,srm
explain why diversity is preferred over mere power increase in fading channels. 8.,medium,4,srm
Defend the importance of free speech in media.,hard,5,devane
How the light is visible in LED? CO 05,easy,1,srm
Infer and highlight the Dickson’s classification of reliability,easy,2,srm
performance in a cellular system with different power budgets. 17. Critically,medium,4,srm
Define knowledge management.,easy,1,srm
Explain the duality of phase and magnitude comparators.,easy,2,srm
What is continuous integration?,easy,1,srm
Describe the testing strategies in scrum.,easy,2,srm
model? 10 Illustrate SLA process for a prototype. 13,medium,3,srm
Propose a novel algorithm for optimizing database indexing in distributed systems to minimize query response time.,hard,6,devane
How machining holes are cut in automatic cutting off,easy,2,srm
information. 13 - Classify the industry sources and technical sources of 13,medium,3,srm
Name two challenges faced during the investigation of e-mail crimes.,easy,1,srm
Describe what are the Business benefits of agile development?,medium,4,srm
Explain data formats used in Hadoop with example. (16) 17,medium,4,srm
Point out the function of furnace draft and how to quantify furnace draft.,easy,2,srm
𝐺(𝑠) = 𝑠(𝑠 + 5) and when the input is unit step. (16) 7. Derive Expressions for the following time domain specifications of second order CO 2,medium,4,srm
Describe in detail about Data Collection for Host-Based IDSs.,easy,1,srm
Mention the process of quantization in image formation. CO 1,easy,2,srm
"S11 = 0.3∠-70°, S21=3.5∠85°, S12=0.2∠-10°, S22=0.4∠-45°. Further Vs=5V∠0°, Zs=40 Ω and ZL=73 Ω. Assuming Zo=50 Ω.",medium,4,srm
Compare scalp EEG and intracranial EEG.,easy,2,srm
Systems. 5. List out some of the hybrid systems used in industries.,easy,1,srm
testing. 2 Discuss common methods used to exploit network remote 16,medium,3,srm
Differentiate RumBaugh methodology and Booch methodology.,easy,2,srm
How would you decide about...?,hard,5,devane
Explain briefly the back propagation techniques with steps. 13,medium,3,srm
Compare the features and applications of Bluetooth with Wi-Fi.,medium,4,srm
"Compare ICMP,TCP and UDP traceroute methods and 16",hard,5,srm
What is survey in cyber security threat data?,easy,1,srm
Explain how different types of information systems influence data (7) 13.,hard,5,srm
open during the fault. 17 Show the objectives of switching capacitor banks.,medium,4,srm
Can you identify the connections between different artistic movements in a complex art history timeline?,medium,4,devane
Q. Questions CO BT Competence No Level 1. Mention the services offered by the satellites.,easy,1,srm
What is Security SDLC? Explain its different phases.,hard,5,srm
Paraphrase the famous quote.,easy,2,devane
What are control standards?,easy,1,srm
What do you mean by beam of uniform strength?,easy,1,srm
What is table overflow and how it is handled using extendible hashing?,easy,1,devane
What is your views about inception in Use case.,easy,1,srm
Weeds reduce the quality of crops and livestock. Explain.,easy,2,devane
perform. REMUS prototype,medium,4,srm
"Contrast the principles of model-based reinforcement learning and model-free reinforcement learning, discussing their respective approaches to learning optimal policies.",medium,4,devane
Illustrate how Wallace tree multiplier achieves faster addition of,easy,2,srm
"Justify the use of hard problems (e.g., factoring, discrete log) in building",hard,5,srm
Explain about the ideal Op-Amp characteristics.,medium,4,srm
detail. (16) 3 Explain first-order predicate logic with examples and describe how it,medium,3,srm
Sketch and describe the basic types of milling cutter.,medium,4,srm
multivariable control. (13) 2. (i) Explain multivariable PID controller with a neat block,medium,3,srm
from 1.8 V to 1.2 V (other parameters constant). 21. Calculate the dynamic power if the switching activity factor is,easy,2,srm
List any two characteristics of the black body radiation spectrum.,easy,1,srm
What is the difference between Tabu Search and ACO?,easy,1,srm
What are the commands used to execute the speed of the robot in VAL,easy,2,srm
Differentiate between bagging and boosting.,easy,2,srm
Explain the stochastic optimization methods for weight (16) determination.,medium,4,srm
microcontrollers? 2 List the different memory types available in STM32L15xxx microcontrollers.,easy,1,srm
Water at 15ÂºC flow between two large parallel plates at a distance of 1.,medium,3,devane
Examine in detail about tools offered by Google Analytics,medium,4,srm
"Evaluate the reliability of different synchronization methods (e.g., bit synchronization, frame synchronization, word synchronization) in digital communication systems.",medium,4,devane
Give the optimal sample size.,easy,2,srm
List two factors affecting battery sizing in standalone solar,hard,5,srm
Write about hierarchical hybrid intelligent system model,easy,1,srm
Explain the matrix representation and Homogeneous coordinates,easy,2,srm
Explain the importance of primary and foreign keys.,easy,2,srm
What is lag adjustment in case of energy meter?,easy,1,devane
unit as used in petroleum crude oil refineries. (16) 16.,medium,4,srm
Explain and differentiate between TWO types of aggregations when colloidal particles are unstable.,medium,4,devane
Solve the asymptotic notation “Big oh”,medium,3,srm
Define Web Analytics and,medium,4,srm
Interpret the key principles that guide the inspection of software,easy,2,srm
Test the hypothesis through a controlled experiment.,hard,5,devane
Tabulate the differences between a heap and a stack in memory allocation?,easy,1,devane
Model the movement of planets in the solar system.,medium,3,devane
What are the service classes of UMTS.,easy,2,srm
"television documentary, considering hardware setup, timecode planning, edit decision list creation, and final output preparation. Justify each stage of your",hard,5,srm
Name FIVE vital plant processes that herbicides target.,easy,1,devane
(i) Examine the PDU packet format used in LTE-A.,medium,4,srm
What is unicast routing?,easy,1,srm
What is a website?,easy,1,srm
intake manifold pressure of 80 kPa. Include the step-by-step calculation procedure. Demonstrate how to perform engine calibration for optimizing,medium,3,srm
"Discuss why the transmission lines are 3phase, 3 wire system and the",easy,2,srm
State the term glycemic Index.,easy,2,srm
(ii) Explain the Z-transform of the sequences x(n)= n u(n). (8) 13. 𝑍+2,medium,4,srm
IBS components can be divided into five broad categories. Briefly describe with examples all FIVE (5) categories.,easy,2,devane
discuss about its luminous performance characteristics. 3. Quote the various measures for energy efficient,medium,3,srm
"Show sensor inputs, control algorithms, and actuator commands with state machine diagrams.",medium,3,srm
Explain the following in detail: (i) Software prototyping,medium,4,srm
strategies. Discuss the Biomass-Diesel-Fuel Cell hybrid system. 7 Explain its working and highlight environmental,medium,4,srm
Mention the major categories into which populations are classified.,easy,1,srm
Define a computer virus and explain how it differs from other types,hard,6,srm
Illustrate various DTD element rules.,easy,2,srm
(ii)Demonstrate how a file structure can be used to organize and (8) access student or employee data efficiently. Implement a multimedia application to display audio and video,medium,4,srm
"In your opinion, which parental group selected will give a higher gain in Kaseem's breeding programme. Show the calculation and justify your answer.",hard,5,devane
What is a tool signature?,easy,1,srm
If you had access to all resources how would you deal with . . .?,hard,6,devane
How do we construct agents that can deliver. good assistance,medium,3,devane
be unconditionally stable. 19. Quote about low noise amplifier.,easy,2,srm
Explain Darcay Weisbachs equation.,medium,4,devane
Organization 12. Discuss about the Quality Profile Model.,medium,4,srm
Define formwork.,easy,1,devane
"oC, calculate the specific steam consumption and reheat Rankine cycle efficiency. 15. A turbine is supplied with steam at a pressure of 16",hard,5,srm
Explain about the different modes of interaction associated with VR technology.,hard,5,srm
Propose innovative solutions for enhancing the resilience of critical infrastructure to extreme weather events and natural disasters.,medium,3,devane
Q. Questions BT Competence No Level 1 What is the primary function of a processor in a computer system?,easy,2,srm
ii). Examine E-mail spoofing and phishing. (7) i).Discussaboutthe need for confidentiality in Information Security. (7) 5.,medium,3,srm
EVs. 23. Define a hybrid vehicle.,easy,1,srm
"karnaugh map method a n d r e a l i z e e x p r e s s i o n 16 u s i n g g a t e s F (A, B, C, D) = 0,3,5,7,8,9,10,12,15) 6 Examine how to minimize the function:",medium,3,srm
What is a bi-directional converter?,easy,1,srm
Locate the poles of a transfer function using factorization.,easy,2,srm
Define non-linear editing.,easy,1,srm
Assess the need of a thermal control segment for a spacecraft.,easy,1,srm
Can you show me how to use a software program you're familiar with?,easy,1,devane
Explain following routing.,easy,1,devane
How would you classify the different types of educational methods?,medium,4,devane
Describe about Anonymization and encryption of data.,medium,4,srm
"Explain with real-world scenarios. 9 Compare full virtualization, para-virtualization, and hardware-assisted",hard,5,srm
characteristics. 24. State the relationship between load current and output ripple.,easy,1,srm
(i) Confidential business information B (ii) Operational systems 06 7 A List out the features of various threat intelligence tools. 13,easy,1,srm
Categorize two trace elements. How do cells use them?,easy,2,srm
Write a structure for stack using array. Write PUSH and POP function for stack using array.,medium,3,devane
Define winding factor?,easy,1,srm
State one texture feature used in medical images. CO 5,easy,1,srm
Define part family.,easy,2,srm
Classify the circuit breakers,easy,2,srm
What is the space complexity of threaded binary tree.,easy,1,devane
Explain the working single-phase inverter with relevant,easy,1,srm
Why we move to scripting languages.,medium,3,srm
When the system is said to be memoryless? Give example.,easy,2,srm
List the various factors to be considered for electric,easy,2,srm
Show the advantages of human assessment in validation.,medium,3,srm
Formulate a strategy for implementing green building certification standards in residential and commercial construction projects to promote sustainability.,hard,6,devane
"Imagine you're designing a heat exchanger for a chemical processing plant. Describe how you would calculate heat transfer coefficients, pressure drops, and surface areas to optimize heat exchange efficiency and fluid flow rates.",easy,2,devane
Solve a complex optimization problem related to the design of sustainable drainage systems and evaluate the effectiveness of different design configurations.,medium,3,devane
Give the relationship between present and future value.,easy,2,srm
Explain the TSK Model with an Example.,hard,5,srm
What is the need of blood cell counter?,easy,1,srm
How does public health reporting differ today from reporting two years before,medium,4,devane
Discuss THREE (3) types of anomalies associated with database tables that have not been normalized.,easy,2,devane
Judge the efficiency of a power control algorithm in optimizing transmit power levels for minimizing interference in wireless networks.,hard,5,devane
given binary tree and demonstrate the traversal results. Explain the following operations on a binary search tree with suitable algorithm 6 2,medium,3,srm
How is data analytics used?,easy,2,srm
Differentiate between “capacitor start” and Capacitor start CO5 BLT2,easy,2,srm
Assess the suitability of Windows Azure for hosting government,hard,5,srm
Explain with example:,easy,1,devane
Define pre-training steps in neural network modeling.,easy,1,srm
What is curve interpolation ?,easy,1,devane
Summarize on test driven development.,easy,2,srm
Illustrate the process of compiling a neural network in keras.,medium,3,srm
How do you design a sustainable urban landscape that promotes biodiversity?,hard,6,devane
Explain in details of Dielectric Heating with types.,easy,1,devane
"Discuss the principles of network monitoring tools (e.g., Wireshark, Nagios), explaining their functionalities for troubleshooting and performance optimization.",easy,2,devane
Explain significance of back e.,easy,2,devane
Compare the difference between copyright infringement and,medium,4,srm
PMBLDC motor. 3. Compare PMBLDC motor with PMSM.,easy,1,srm
Explain idea of RC4 stream cipher.,easy,2,srm
maneuvers required in satellite station keeping. (13) 13. (i)Describe the necessity of power amplifier in the,medium,3,srm
Provide the equations for the Eadie-Hofstee and Hanes-Woolf plot. Explain how these equations could be derived from the Michaelis-Menten equation.,medium,3,devane
What is meant by cognitive science?,easy,1,srm
What is the RDA for energy and protein for a coal mine worker?,easy,1,srm
describe them with an example. (13) 2. Briefly describe the type of Units.,easy,1,srm
Compare different methods of employee motivation.,hard,5,devane
State Planck’s law of radiation.,easy,1,srm
"Demonstrate the impact of ROI for the software project development scenario that has net profit as $60,000 for 3 years where the total",easy,2,srm
vehicles. (16) 8. Discuss control systems used in smart vehicles.,medium,3,srm
suitable for antenna reflectors. (ii),medium,3,srm
3. Why is documentation important in a QMS?,easy,1,srm
"synchronous motor. 10. A 5kW, three-phase Y-connected 50 Hz, 440V,",easy,1,srm
"In a variable partition scheme, the operating system has to keep track ofallocated and free space. Suggest a means of achieving this. Describe the effects of new allocations and process terminations in your",medium,4,srm
grippers. 14. Infer any four important factors to be considered in the selection,medium,4,srm
Solve a math problem involving solving equations with multiple variables.,medium,3,devane
Illustrate MPEG compression.,medium,3,srm
Critically evaluate the role of blockchain technology in ensuring data integrity and transparency in supply chain management systems.,medium,3,devane
Compare series and parallel connections.,hard,5,srm
Explain optimizing server storage by Object types.,easy,2,srm
halves in buffer pairs. Give the symbol table for the following statements. 15.,easy,2,srm
Examine about flying techniques used for moving around the virtual domain.,medium,4,srm
What are the broad classes of learning algorithms characterized,easy,2,srm
Define HTTP and mention its default port.,easy,1,srm
Write the principle function of iris.,easy,1,srm
What is AMI?,easy,2,srm
Propose a strategy that minority can use to influence the majority. Support your answer with ONE (1) relevant example. Elaborate your example in details.,hard,6,devane
Name any two search techniques used for solving,easy,2,srm
How do you make a choice between pursuing a job promotion or starting a business?,hard,5,devane
Describe how electronic stability control prevents vehicle,easy,2,srm
"subtractor with Boolean functions. (16) (i) Convert the hexadecimal number (28D)16 to its decimal, binary and octal equivalent. (8) 11.",medium,3,srm
justify when region-based segmentation becomes more effective. 14 Examine the effect of linear position-invariant (LPI) (16) CO 3,medium,4,srm
phase induction motor. 2. Explain the different methods of slip power,hard,5,srm
Define Data Handling.,hard,6,srm
Can you identify the instruments used in a symphony orchestra?,easy,1,devane
digital evidence? 7 Outline the steps involved in the analysis phase of digital forensics.,easy,1,srm
Explain in detail about LSTM.,hard,6,srm
Cell (PEMFC)? 4. List any two applications of PEMFC.,easy,1,srm
Propose a novel method for incorporating recycled materials into concrete mixtures to improve the sustainability of construction projects.,hard,6,devane
electronic transactions. - How does the Indian Evidence Act handle electronic 5 records and their admissibility in court? Discuss with 16,easy,2,srm
Describe with a diagram how LSTM cell address the vanishing,easy,1,srm
Write a code snippet for a simple XML document.,easy,1,srm
bit magnitude comparator. 12. Implement the sum output of full adder using,medium,4,srm
List and explain any two JavaScript built in objects.,easy,1,srm
requirements. (13) 15 Categorize the various stages involved in the life cycle of the yeast,medium,4,srm
Solve(𝐷2 + 7𝐷 + 12)𝑦 = 0.,easy,2,srm
"synchronous generator and describe the features of synchronous impedance. 5. A 3-phase, 50 Hz, star-connected alternator with",medium,3,srm
list the challenges. Develop suitable technology for a scenario from available agile rapid,hard,6,srm
"Write short notes on BMR, its measuring technique and factors affecting BMR. (6) CO 5",medium,4,srm
neat sketch. 12. A dual slope ADC has a full-scale input of 2 Volts. It uses,medium,4,srm
A NO pushbutton connected to input I124.7 is used to reset the counter to zero and to stop the conveyor belt. 2. Write an IL program that delays the starting of a process pump for 10,hard,5,srm
List the current business scenario elements in your organization.,easy,1,srm
Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample.,medium,3,devane
application of various FACTS devices in smart grids. 16. Examine the role of various smart energy sources,medium,4,srm
Explain in detail about (i) Body weight. (6) CO 5,medium,4,srm
Give two advantages and two applications of permanent,easy,1,srm
What are the drawbacks of binary weighted DAC?,easy,1,srm
List the types of operators available in python.,easy,2,srm
Classify the types of regions according to elevation angle.,easy,1,srm
Differentiate stack-based and register-based HLLVMs.,easy,2,srm
Define touch voltage.,easy,1,srm
for various computing environments using neat sketches. (16) 16.,medium,4,srm
Explain the water fall model in detail with neat diagram. (6) (ii) Examine the details of spiral software development life cycle,medium,4,srm
What is RAM?,easy,1,devane
Explain in detail about optimization method performed on a 15,hard,5,srm
What are the advantages and disadvantages of Instrument,easy,2,srm
measurement using a suitable circuit. (16) 14. Explain the different type of connections involved in the Two CO 02,medium,4,srm
What is meant by a propagation scenario in wireless channel,easy,2,srm
Illustrate with suitable circuit diagram inverting comparator.,medium,3,devane
What is meant by grid stability?,easy,1,srm
Mention the conditions under which short circuit power dissipation,easy,1,srm
rotational speed of turbines. What are the advantages of variable speed wind 16.,easy,2,srm
Describe the types of a servo motor.,easy,1,devane
Distinguish between the roles of individual contributors and management in Software Defect Prevention.,easy,2,srm
Can you create a diagram to illustrate the water cycle?,medium,4,devane
What is standard costing as a control tool?,easy,2,srm
Why is Configuration Management essential in software development?,hard,5,srm
Define MQTT protocol.,easy,1,srm
Which factors affects the EMG signal quality?,easy,2,srm
Write the operating bandwidth of Wireless Body Area Networks.,easy,2,srm
Explain detail about activation functions?,medium,4,srm
What is provisioning in storage management?,easy,2,srm
List the steps involved in executing a system call.,easy,2,srm
Compare index sequential file and direct access file.,medium,4,devane
List the types of Induction Motors.,easy,1,srm
Which of the following is the method for determining the volume of a cylinder?,easy,1,devane
Explain how AJAX enables asynchronous communication with the server.,easy,2,srm
"Discuss the principles of cloud computing, explaining concepts such as virtualization, elasticity, and service models (IaaS, PaaS, SaaS).",easy,2,devane
network? 16. Why the layers in the Bidirectional Associative Memory are called,easy,2,srm
What is SCM?,easy,1,srm
based on stability. 6.,medium,4,srm
Implement in detail about Functional Dependencies? Briefly 6.,medium,3,srm
Examine the mathematical and graphical representation of discrete,easy,1,srm
switching surges on integrated systems. (13) Explore the algorithm used for computation of transient voltages in EMTP. 13,hard,6,srm
"âInstead of focusing only on investing in local market, some investors also invest in foreign marketâ.  Justify above statement by providing FOUR (4) benefits of investing in foreign market.",hard,5,devane
memory networks. 11 Classify the strategies used for handling multiple time scales in RNNs.,easy,1,srm
Write the uplink & downlink frequencies of a satellite.,easy,2,srm
Name the relationship between CAD and CAM,easy,1,srm
Explain about stuck-at fault.,easy,1,srm
"Find the DFT of the sequence x(n) = {1,2,3,4}. CO 1",easy,1,srm
Describe IEEE 802.15.4 Low-Rate Wireless Personal Area,medium,3,srm
infringement. Explain the procedure for obtaining a patent in India. 2 - What are the criteria for patentability under Indian 16,easy,2,srm
Demonstrate why collision detection is difficult in wireless networks.,easy,2,srm
"− ≤ |,| ≤ specifications using hanning window with N=5. \! ""Z 0 12 3 = [ \ ]1 2 ≤ |,| ≤ . \ (16) 7 Using a rectangular window technique, Illustrate a low pass filter CO 3",medium,3,srm
(i) Repeaters used for range extension and 8 (ii)Microcell zone concept. 8 14. A hexagonal cell within a four cell system has a radius of,medium,4,srm
Define distributed mutual exclusion.,easy,1,srm
With suitable diagram explain construction and working of foil type strain gauge.,easy,2,devane
Prove that Post Correspondence Problem is undecidable.,hard,5,srm
